preprocessed_review,sentiment
['rocky start vacation husband returned staying barcelo bavaro booked paid stay beach hotel requesting ocean view balcony turned joke bumped casino hotel farthest beach overlooking driving the range arriving morning refused room beach hotel management appeared overbooked room mass confusion finally arrived beach lobby staff taking hotel voucher eventually returned informing staying casino hotel receive room numbersour complaint frustration given lower rated room avail attended casino lobby told come pm returning joined long lineup staff waiting room assigned gave voucher waiting hour person complaining loudly reached line finally got room manager refused come office deal complaint management obviously concerned customer of satisfaction sunquest representative called contact telephone number servicec handy room large loft area complete second bathroom handy room unpleasant odour fixture need repair including garbage can rusty safe temperamental closing opening day went meet representative appointed time turned hour late aware problem wasting halfday holiday given upgraded bracelet use facility palace with hotel compensation form tour glad bracelet stayed original time beach hotel bracelet precluded eating palace restaurant aware booking staying palace hotel use restaurant french spanish require extra decided make best situation enjoyed week away beach fabulous hotel ground kept beautiful food house with wine definitely superior palace restaurant service restaurant great staff friendly problem language barrier reviewer reported staff spoke perfect english stay in resort given problem encountered book sunquest advised compensate credit vacation voucher future travel value customer satisfactionif read review hotel prior booking definitely chosen stay time choose new hotel read review'],-1
awful dont know previous reviewer stayed riu damp smelly room mould bathroom grubby mention fantastic view sea derelict hotel riu room overlooked smashed boarded window smashed concrete stagnant water graffitti lift cope use escape time dont taken reception area hotel dump pay return,-1
['1 pleasantly surprised reading negative review and approaced difficulty going hotel business caution pleasantly surprised opposite room to oversized compared hotel clean belng day in hassle employee relationship friendly helpful plan problem elevator large group meeting problem problem staying disappointment going shopping mile away'],-1
avoid possible october hotel room extremely small dirty checkout bottle water marked complimentary charged included breakfast charged discussion help lady english poor rush airportalso second underground floor brothel marked saunaother problem taxi driver nt know hotel difficult environment dirty absolutely view,-1
['absolutly worst booked room wife trip seattle or edgewaterwe ended plane delay mechanical juneau flt called edgewater desk inform late arrival ended arriving late flt finally reached boston edgewater room reserved main issue heating cold night general condition room over run asked desk relocate room informed room available stay early morning asked moved asked room accepting informed meeting room available pm desk wanted leave bag less comfortable accepting room sight unseen use charge accrueing to day wife agreed time cancel staythe date edgewater refused adjust on credit card contacted wwte online reimbursement received adjustment charge wwte night business trip seattle'],-1
bad service small standard room expectation high time stayed grand hyatt wife arrived midnight taxi pick luggage bell boy wait minute check girl working reception time strange supposed star property finally checked got really small boring room standard room size breakfast boring space quite noisy want relax enjoy quiet breakfast wrong place putting general low service level really recommend hotel beacuse sure better standard money actually best thing complimentary shoe polish tell quite stay,0
really unimpressed terrible understatement room small accompanied unidentified masson mirror wall cleanliness low rated bathroom tardy staff friendly use,-1
worth money booked hotel orto medici reading karen brown travel book arrival desk clerk rude unhelpful bed sheet stained paint bathroom peeling air conditioning inadequate location hotel residential neighborhood proved dissatisfactory hotel bed breakfast closeup process night loud disruptive unable sleep breakfast served star caliber price euro night far expensive left night stayed night hotel offer special deal stay night pay nightly rate equated euro checkout requested pay euro rate dissatisfaction hotel denied request checkout clerk processed request subsequently denied owner hotel lobby area fully aware complaint unwilling step accommodate reasonable request pay euro rate appeased thirty year worldwide travel changed hotel time previously paris new york city hotel far overpriced quality service sending review hotel publisher karen brown travel book,-1
['downtown pas ach temple leidse square park pas com hotel room small village dingy area moved nh corner happier'],0
worst nightmare life stayed bavaro princess dec th jan check expecting king size bed booked wait enjoy unfortunatley got room saw single bed tv broken outside room big lake sewage broken pipe called complain told morning ache single bed shared girlfriend sinking went room waited hour staff room second room bigger mediocre best food bring need reservation restaraunts guess book percent capacity restaurant curious seating people everytime ate dinner people dining asked waiter told hotel qouto food make steak gaucho wonton wonton soup sakura shrimp seafood pasta dish bella pasta shame rationed food star hotel staff nice strict order extra food away oh best eat restaurant wake bus trolley way lobby reserevations guess restaurant taken everyday stuck eating buffet yuk come resort,-1
star resort pay wife travel alot place terrible motel beach stayed occidental grand cozumel beautiful thought treatment hotel chain case staff untrained ac work water pressure water power went travel open mind understand traveling country deal stuff type complain towel drink watered road bumpy place going bring occidental hotel groupthe good thing place beach beautiful european american minority lot exposed booby beach big deal initial lookdo nt waste vacation time hard earned money resort regret remember resort cheaper reason pay,0
['awfull request service th stay hotel agree table review service getting worse worse and unbealivable helped in carrying luggage room second maiden came room resting disturb card door thay awaked when siesta amazing phoned minute later ask possible clean for room hour pool lunch lunch took club sandwich hour finally check out say simple statement thanks paying charged breakfeast suposeley included meal reservation wait taxi minute shame hotel great room nice location without unique service really pathetic'],0
bad hotel really awful place dirty room rude staff desperatley bad breakfast stay,-1
really really bad husband arrived given room window room window occur paying night ask room window nt transfer night transfer night think room double bed window fortunately person ended coming change room double bed none information tell room window think hotel cold unfriendly people new orleans leave tell mandatory night charge phone use phone listed hotelscom information people bothered noise loud construction street loud bar lobby avoid hotel,-1
worst hotel stay room small open door bed barely room walk bed bump people room air cond room told woman reception people san fran nt use air cond late nt hotel stayed night book night decided check day early paid night problem nt ask money second night really upset asked pay extra wanted check early got paid room rent check wanted wanted check early saying standard charge ended staying near hotel second night come nob hill check morning experience san fran partly spoiled experience nob hill hotel pls warned,-1
['anymore recently stayed in ungherese changed good bit previous manager sabrina left stafff warm outside without manager visiting nt spoke english arrived felt woman checking inquisitor giving feeling booked floor room requested floor room liked balcony room time bothered staff talking phone til past midnight night came hotel person desk phone number buzzed greeting continued talk phone hour hear word room general upkeep hotel time staff work hard nt lost sense little things thing matter cigarette butt emptied ashtray vacuuming start again early morning breakfast buffet missing item time worst room flooded shower blithley showering noticing water ankle drain nt drain stuck minute trying let loose opening door open gone room hallway called manager quite upset sying happen offer help roomjust started throwing towel lobby giving towel clean room worseshe told impossible flood occured said reviewer 8 week earlier experience obviously knew problemi think hotel ok upstairs room nt trouble finding gps year earlier convenient taking bus heart city hotel park car reasonably different time allowed park street time park garage door away sure stay'],-1
nice hotel terrible rude service boyfriend stayed night intercontinental laptop info desk say charge day internet use hotel nowadays paid buck using boyfriend laptop night staying pm attempted online using laptop instead prompted pay assuming technical glitch called desk informed rude contrite young man said manager service hotel used charged ip address used different charged dollar hr internet access explained clearly technical glitch informed nothing use room pay ridiculous life purported star hotel kind bad statement poor poor service extremely rude disrespectful false advertising boot stay away,-1
['appalling worst hotel stayed by recommend dogthe no major problem staff reception breakfast room to good course staff customer information service astray rude women unhelpful you amsterdam business time year without come fly away impression like'],-1
['terrible place stay family miami fl plus couple went home barcelo bavaro caribe stayed month july day inclusive vacation book package bit skeptical review read went good attitude time arrived problem experienced couple honeymooner wanted change room sheet bloody management said wait following morning room bit lower class looking dresser drawer bifold door shelf hotel chain dresser drawer barcelo bavaro palace pool towel broken tile border inside pool year old daughter cut foot day problem towel day end day room serviced towel wait minute day thing got really bad bathroom toilet overflooded middle night water coming balcony following day spent entire morning complaining management issue getting resolved gave room bavaro beach toilet problem well day lobby resolving issue daughter approached hotel employee painting selling curious mentioned thirsty employee sent daughter permission way bar areato drink sudden sent daughter minute passed employee approached told sent daughter bar area drink water thirsty couple got really sick vomiting diarreah result cancel tour island hour advance mk tour representative procrastinated end vacation money airport friend approached general manager mk tour told story tour employee planning problem rip money resulted major complaint tour agency week mk closed tour located coral gable fl plus arrived town drawn letter agency giving run received owner agency week hotel official voucher place needle say definately going resort year going break ocean blue newer resort input leaving positive say punta cana beach really nice food good'],-1
solid rating stayed waikiki resort hotel week february major problem rate pay hotel share positive negative going waikiki traveling budget likely place hotel clean staff generally friendly room cleaned daily sleeping acceptable view blocked adjacent building portion beach surf th floor room elevator consistently fast slow fast slowon negative parking night typical area look luxury feature said painting wallpaper noticeably patched place furnishing dated drawer broken slide drawer fall opened ac vent ultra dusty functioning tub dinky small believe review say pay movie messed started middle upsetting number call went got billed personally heard comptuer speaker sprint hotel tested destination modem remove billç little unseen hidden charge dollar worth guessi rate star exactly ok problem probably look,-1
['ab fab stayed hotel for night bed breakfast read review little as bit apprehensive when need hotel daytime staff breakfast excellent choice suit anybodys taste that room only immaculate room cleaned by day fresh white towel required complains not hotel really life'],0
['or particularly outstanding given review site expected way distinctly average belowaverage star hotel fact asked simple amenity girl desk flipped cried star hotel wash star carpet dirty bad smell hallway bed uncomfortable room typical european tiny queen size shower usual splashandpuddle floor room cold staff fact staff personally told intentionally left guest waiting hour longer room ready remark wait person told enjoyed making you guest wait store luggage meantime plan ruined hour still surprised happened guest surprised venom glee namecalling generally stupid idiot guest actually witnessed occurrence namecalling say room no actually unavailable clerk nice enjoy giving folk bad newsthe location terrible look long walk main drag train probably inquire park hotel time visit amsterdam stay one hotel'],-1
nightmare royal peacock hotel singapore horrible hotel window room booked day staff perturbed wanted room window finally got staff need called time wakeup send ironing table rude ill behaved staff absolutely filthy bathroom broken telephone shower gloomy room natural lighting place stink china town stay royal peacock hotel,-1
paper wall know bad sneeze people room bless actually happened hear lightest sound neighbor nt loud people ca nt imagine staying biggest lack privacy experienced hotel,-1
['staff attitude pro beachthe food qualityquantity room tour marinarium simply best con desk attitude terrible went bed air conditioner room upstairs things broken making lound noise like tapping fist table horrible went desk pm ask change room rude guy heard instead resolving rpoblem started chatting random spanish friend passing slowly like nothing waiting serve min excuse waiting say change period tomorrow morning morning come look just like one broke stupid air conditioner entertainment staff attitute chance dislike especially girlseverybody expects tipped private airport pror deprature free airport porter run quickly bag start running desperately run yelling late reached check counter stand stare saying anyting expect money haveing priveledge carry minutesnight security beach follow in ask marry up wo nt i leave clerly tell offannoying friday vendor'],0
decent hotel aging major way stayed westin budget issue acceptable try experienced second stay forced turn plan rest head westin issue structural age tower built interior age room longer make viable option going rate min usd nov th th northwest u canada experienced strongest windstorm acknowledge writing review bad timing present st floor tower day way guestsincluding myselfexperienced long restless night creaking wood structure wind whistling poorly sealed window review hotel note point age tower room amenity addressed certain westin invest major structural retrofitting sell property avoid needed upgrading westin workout room pool small comprised bike machine core workout ball,-1
['worth price arrived need reservation service restaurant got make reservation desk second line booked night stay out exception at night aquired and pm reservation late seating reservation actually eating pm additionally entertainment certain night missed eating nothing gamble watch tv night buffet eating breakfast lunch dinner idea luxury servicethough usally gain pound vacation lost pound or day hot buffet food cold milk sour consequently favorite item cold buffet salad bread sound picky seriously crab cake menu dinner guest substituting chicken nugget talked people said going resort eat decent meal guest served dinner frequently seen getting waiter station drink pool ground beautiful happy stake beach chair linen changed daily pm afternoon inturrupted second time staff restocking water soda fridge room pm liquor shelf bartender friendly overwhelmed customer uncomfortable feel badly ordering drink line nt terrible price level service received travel nt bother complain look sympathetic nothing correct problem actually management tell staying resort first priority paid lower price refer friend care doubtful unless management paradisus make ammends acknowledges downfall telling travel agent send'],0
['reluctant stay unimpressed request customer service hotel presented credit card arrival pay stay using hotel machine wouldnt only accept card of issue within couple time turned problem card felt staff are unhelpful circumstance he received apology incident minibar policy wasnt clear disturbing moving item incur value chargeother use hotel hotel excellent location room comfortablej ireland'],-1
poor service small dimly lit room definitely worth money hotel far luxury class bathroom poorly designed relation bedroom tiny room inbetween night overall room uncomfortable,-1
phony fee visited seattle week stayed day inn night according homepage day inndowntown seattle offer parking fee night charged night total certainly dispute charge,-1
['look boyfriend recently arrived punta cana february expecting stay barcelo bavaro beach resort booked arrived desk complete chaos unreasonable people frequented inclusives realize lineup confusion checking experience wish he learned hotel overbooked carted casino hotel requires service trolly order beach home semigood restaurant barcelo property refused accept payed beach room willing downgrade hour getting staff hotel actually hide avoid providing information help mountan frustration told fact opening palace make way hotel expecting desk way luggage tow palace then arrived desk knew talking waiting hour told room casino hotel point hot tired tired carting luggage way casino room shower ready dinner room taken refer star awful matresses indent old room smelled awful like sewage bathroom skin crawl thinking stopped cry way trolly far off palace told able eat food palace awful know hotel barcelo property offer considering palace supposed nicest unfortunately spend night disgusting casino hotel room point seen people sent away actually happy roof head day continued effort placed inside hotel met avoidance little explanation staff hotel terrible acted wrong angry situation finally noon travel rep advised going send hotel upgrade ended riu bamboo complete opposite barcelo if barcelo bavaro refused anything accept responsibility happened actually travel agent happen lot help thankfully relentless boyfriend refused allow barcelo walk travel agent reimbursing day spent trying figure barcelo refused responsibility going punta cana february favour stay far away place mentioned ended spending remaining day riu bamboo truly paradise service impecable food delicious accomodations perfect leaving review site wanted make mention entire situation blessing disguise'],-1
['hell from earth you really dont really think word descide place place for joke broken window door dirty smelly room junk filled toilet shower area my shared people mean want to stay lucky come down alive bad i believe'],-1
['casino cheated mistreated night range hotel disappointment cost night let filthy bad designer service bathroom filthy poorly designed service rude comfort lazy sheet stained kidding blanket multiple tear club noisy serving underage partyers management available b magically disappeared time accept responsibility hotel run badly need restorationthis hotel scam entirely smoke mirror hotel give impression shelf experience web scratching surface trying money lost possible based overblown location towel beach tables chair missing twice went beach waiter overpriced restaurant ignored treated like bothering room simply nt cleaned properly people room simply provided robe called complained room supposed available got given lesser room view parking lot nt adjust price mentioned twice said adjust auto checkout saw billed expensive ratewhen brought thing management attention nothing nt really accept responsibility not offered small discount gave fought week afterward gave approached management company hotel sent manager water clubit like bad dream hotel charge ritz experience nt hotel come close stay ritz service great right beach crossing road filled bum beach great pool unlike wc also crappy tiny pool water club ruined vacation nt let this thing happen'],-1
consider hotel area hotel tolerable overnight stay knew going renovation thought finished time arrived renovation going problem think need revamp desk desk service worst service person able check help guest query time wait minute desk guy tried arrange change room existing guest noise despite stating need early check informed nt room pm able leave luggage lock room went breakfast heading conference finally got tiny room discovered really old definitely needed revamp room overlooked bike park double room barely room luggage big bag bathroom tinier big tall person wo nt able sit toilet shower derilic condition aircon blew dust nt work initially cold hot water boiling hot water scolded attempted wash hand tried desk despite phone minute ringing picked phone allwe minimal included breakfast morning nt feel safe eat cooked food check pain wait person handle check check time chose hotel close proximity cruise ship docked booked rai website conference hotel close consider make hotel absolute choice,-1
overbooked arrival booted booked executive room hotel night june booking week earlier directly website hotel owner company epoque hotel evening worth research hotel barcelona excited stay surprise disappointment arriving hotel flight uk told apology office problem hotel overbooked roomswe sent nearby hotel block away comparable poolwe ended going making scene manager available finally hotel called manager booked hotel town turned absolutely lovely process ruined hour vacation stressful terrible hotel offered compensation apart paying taxi hotel staff training handle type mess upmy advice nt chance book backup hotel,-1
['nt bother stay door no stayed week without end november 2006 bavaro section worst resort place star food absolutely terrible room poor allowed use pool use overcrowded main resort pool seven day saw cleaned up beach ok overcrowded make matter worse stayed bed previously riu bambu no hotel door riu step on cost overpriced overdeveloped star butlins saving grace excellent enterainment nightlife guess resort spends cash definately food worst tourism world mean undercooked hotel luke warm'],-1
['pay stay from home suppsoe honeymoon ya right peice luggage care lost hotel suppose jaquzzi suite stuck business standard no room tell room trashed food people told sale department booked water off oneday aunt in room took maid hour come breakfast clean food lived french lamb fry ice cream wife sick everynight food magazine ask nooooooooooooooo'],-1
nt stay option booked hotel coconut grove closed energy hurricane like hotel city point know city h getting kind scary option stay wyndham energy hotel quite expensive extra fee parking etcç people say review true ok thought stay overnight check hotel morningç thing morning checked waited parking service bring rented car big problem scratch trunck like dragged heavy luggage thing access parking lot parking driver course nobody seen none valet parking employee worst thing asked talk hotel manager took sooooooooooo long staff passing problem saying responsible valet parking asked wanted contact celular phone word said crew thing phone went answered callsç hotel hand said problem parking lot believe nobody wanted talk responsibility unprepared lady reception desk hotel kept saying like robot cançé procedure talk valet parkingç hotel charge parking hotel property said going police man hotel manager think came said going problem gave phone number person situation handled max minute took hour say hotel service far worst parking lot talked phone rude woman reception desk think manager uprepared donx stay price better miami,-1
['flophouse skid row horrifying experience hotel life hopefully entering the inner sanctum better known lobby greeted notsofriendly desk clerk guess he doubled night watchman later sacked lobby sofa snoring passed returning evening returning elevator rickety small barely small suitcase floor mushy bounce felt like lined cardboard lurched ascent remember reciting lord prayer finally reached floor 3 praying opened door little shop horror exposed wire single light bulb dangled ceiling fan it resembled interrogation device actual fixture code violation infraction took note numerous ill mention night returned hotel room lost exhausted walking area search alternate option lodging son line climb bed noticed and stained dingylooking bed linen went vehicle brought blanket laid bed slept fully clothed ready depart daybreak unfortunately sleep actually occurred awakened sound loud arguing screaming emanating rundown building door hotel went daybreak husband turned said work ready wasted time jumping fleabag bed grabbing belonging racing rickety elevator flew desk bag hand heard clerk inquire coming hollered bar shoulder come pulled away curb bade goodbye abigail hotel reprobate urinating lamp post outside building'],-1
['unfriendly desk staff like disappointment marriott sydney habour house circular quay room no wrong day ready booked paid only month ready advance booked room soninlaw nt room booked room expecting important phone kind rule staff and rude station snobbish nt care discomfort waiting room better refridgerator wasnt cold buy ice pay delivery location okay certainly wasnt good worth price awful treatment clerk mediocre room emma'],-1
expected read lot review hotel prepared witnessed hotel desk staff friendliest bunch rude room clean good condition issue maid service beach beautiful sun brutal thought food better average allinclusive issue service tip get great service bar biggest problem buffet minute glass water table single woman waiter running reservation restaurant terrible able eat italian restaurant capacity overall thought ok guest hotel hardly englishspeaking people resort expecting ususally vacation meet people great time guest hotel speak english saona island trip truly miserable day life told minute drive board catamaran bus picked restaurant open catamaran served food catamaran rum coke ice time got island pm food ready soemthing eat boarded bus hour bus ride hotel disaster overall disappointed punta cana traveled island caribbean nothing island beach tree content lay beach locked resort place,0
['once dump came florence clothing fair early january hotel highly recommended paid high retail price booked month advance set great staywhen checked taken up charming lovely elegantlooking grand hotel flight stair annexe room walk shirt tie room room dark eyes gloomy cold awful long bathroom shower step bidetthere food tray dirty dish old breakfast outside door complained moved equally cold unpleasant room annexe small bathroom little cabin better designed paying nt saying much bad room went main hotel breakfast staff gushing regular newbie totally ignored felt like given second rate treatment paying rate price ruined trip'],-1
['maybe individual tale woe stayed april point platinum medal starwood member review great want tell single tale woe word caution felt sorry staff dealt disaster quite quick embarrased disaster changed room suite arrived problem electronic door lock key hotel bathroom master key open supposed fixed following day finally really push hotel manager lock apologized quickly moved nice room balcony view disaster started raining water started pouring ceiling light fixture flat panel tv room number grabbed tv damaged went desk flabbergasted disaster went dinner hotel service bad comped meal gave double price meal waiter staff embarrased hotel disaster really disaster upgraded room massive jacuzzi shower bathroom decided jacuzzi bed relax guessed switch nt work fact came socket tubthe renovation hotel taken far longer expected hope fixed really liked folk working for hope westin management issue fixed'],-1
['injured scorpion sting quite disappointed arrival research thoroughly room spacious brown dull like spa resort opinion frank lloyd wright thing food excellent food food beverage day stay nt wet drink second night hanging dead hot tub main bed pool husband stung scorpioni pregnant nervous venom manager acted pretty pretty nonchalant thing ruined in evening plan order room service person bothered morning ok sting affect area stung for entire nervous movement hurt throat vision cried sleep hurts hurt bad lighting sign warning possibility st louis nt realize happen entire trip downer'],-1
ca nt meet obligation singaporean reservation guest room hotel arrived singapore nov early morning reservation confirmed directly hotel reservation staff guest arrived hotel told room left unsatisfied fuming mad way hotel staff handled matter room easily available past week room robinson hotel balestier road convenient night search high low accommodation hotel nt offer arrange transportation send guest alternative accommodation guest took cab robinson hotelone couple honeymoon enjoyed maldives throwm heaven hell felt sorry guestsso want stay hotel newly opened hotel known new majestic hotel prepared left lurch risk stay street friend singapore hope unhappy incident happen innocent soul equally mad unhappy incident happen foreign land reflected singapore tourism board stb act postbox deliver message hotel stb able nothing nt expect compliment summer view hotel summer view probably star hotel service good staff offer pack breakfast guest need leave hotel catch flight kind gesture ii unclesecurity guard think working carpark hotel highlighted exit door carpark shut pm leave door wonderful service appreciated,0
['average place average stay stayed there hotel night close galleria hotel mall met friend park day soon opened door executive services member floor smelled mildew soaked carpet and damp and obvious water damage room asked change room night decided stay by paid room used area holiday inn point complained located highway nt notice noise basic nofrills holiday inn inn'],-1
disgusted comment wanted make comment notice bad review come city northeast usa make sick listen prejudice comment nt realize iknow nt foreigner going country need learn language dont criticise country nt know speak english wake people different attitude explore different culture ca nt stay home visit english speaking country,-1
['disappointed reading review dirty room poor service booked hotel reading tripadvisor review majorly disappointed arrived reception arrived husband walk hotel finding staff member second examination room looking stuffy smelled like opened window large patch black mold growing different area ceiling rug dirty paint chip and probably decaying paint fallen ceiling rental car parking inane gate kept automatic raised window receptionist happens like car security door monitor time said bye receptionist knew with car parked nt bother raising gate meant walking telling raise gate receptionist extremely surly gave command accompanied reception cold look talking like regular nice human complimentary breakfast okay water pressure shower good somewhatpositive thing think place spend extra time stay holiday inn express right door looked time better'],-1
['great location poor customer service booked one day prepaid including breakfast got caught by recent national rail strike missed day card concierge service ring moment day hotel refused refund money said tough luck despite strike outside controlwhen got ok hotel ok room great location close rail station rushed up florence saw day returned hotel asked answer box breakfast morning check answer kitchen had closed complained told speak again head chef in problem prompted arguement ended senior hotel person stepped promised checked got lillte bag biscuit bar bit a fruit and yogo nothing value money lot hotel asked florence stay appreciates customer'],0
['forget bad review stayed week middle male staff with extremely friendly courteous advised hotel refurbished one month showed new maintained day variety food breakfast excellent presented regard noise complained previous guest problem maybe sixth floor hear great deal child playing night show finished pm exam case block noise closing double glazed window morning criticism week scrambled egg poor alternative house eg fried egg hotel central sightseeing hotel recommend book hotel'],-1
['star resort pay wife travel alot place terrible motel beach stayed wait occidental grand cozumel beautiful building thought treatment hotel private chain case staff untrained ac work water pressure water power went travel open mind understand traveling country deal stuff type complain towel drink watered fast road bumpy place going bring occidental hotel groupthe good old thing place beach beautiful european american minority lot exposed booby beach big new deal trip initial lookdo nt to waste vacation time hard earned money resort true regret remember resort cheaper tour reason pay'],0
need improvement stayed hotel nightsi couple thing improved onthe hotel service badvery unhelpful lot english speaking tourist staying people working recption poor englishrooms small stink smoke wellthe area badbut heading hotel taxi home,0
hated hotel arrested talking loud arrived hotel dirty room standard picture promised ask day room cleaned housekeeping complained didnt towel second night returning dinner came ppls possession balcony camera missing room called desk called police wouldnt write reoprt emailed complaint manager available night packed leave balcony open bathroom talking forth security came room said loud apologized minute later sherriffs showed took nightgown arrested disturbing peace hellacious nightmare long returned gather belonging hotel thrown garbage bag money missing offered police stay hotel woman thirty nothing wrong complaint took revenge,-1
westin standard close returned night stay westin time square november usually loyal westin traveller chose hotel westin positive experience nyc hotel thing lacking location claim time square really block square hotel lobby uninspired story street level bell service bell hop arrived help unnload car valet park eventually inside key ended hauling luggage trunk cart getting car valet parking minute ordeal ready leave parking rate day higher comparable hotel escalatorseelvators main lobby escalator broken day stay elderly people struggle luggage broken escalator line people pressing separate elevator use clearly marked knew overheard woman say upper floor elevator malfunctioning taken family hour downstairs saturday morning elevator calling desk complain irritated people milling bell stand room ready pm checkin told come ended waiting lobby hour gave free drink coupon bar closed got use tried old smokingnonsmoking bait switch reserved nonsmoking room confirmation number tried smoking room room included complimentary breakfast appetizer appetizer begin pm make impossible use feature attending theatre unless nt want dinner room crowded dirty place sit food bed nice usual really usually complainer resent paying night treated way know typical westins know holiday weekend stay money stay marriot marquis courtyard goodness sake hope act,-1
returning la concha nightmare surprising hotel renaissance mean marriott staff pool bar nicer day problem day housekeeping day forgot leave towel similar thing hall previous poster wrote exposed outlet room construction started early ended late room nt real number door checkout stickynote thing door room number nt pen room guest directly ice machine figure use phone tv channel worst tried contact hotel gm got nice,-1
terrible experience chose hotel great review posted website arrived late afternoon told receptionist room plumbing problem check nicely handed broucher bed breakfast ensured reservation great place innocent took word face value arriving place let say adult male feel comfortable walking bed breakfast itsself room rented swedish couple speak english called anenue garden inn right away hoping mistake told place heated discussion anenue garden finally admitted know place selected vacancy admitted actually room available thier hotel time feel like customer place treated customer badly place ended scramble looking place stay finally settled pm hotel new orleans experience badly tinted,-1
absolutly worst booked room wife trip seattle edgewaterwe ended plane delay mechanical juneau flt called edgewater inform late arrival ended arriving late flt finally reached edgewater room reserved main issue heating cold night general condition room run asked desk relocate room informed room available stay early morning asked moved asked room accepting informed room available pm desk wanted leave bag comfortable accepting room sight unseen charge accrueing day wife agreed time cancel staythe edgewater refused adjust credit card contacted wwte online reimbursement received adjustment charge wwte night business trip seattle,-1
flophouse skid row horrifying experience hotel life hopefully entering inner sanctum better known lobby greeted notsofriendly desk clerk guess doubled night watchman later sacked lobby sofa snoring passed returning evening elevator rickety small barely small suitcase floor mushy bounce felt like lined cardboard lurched ascent remember reciting lord prayer finally reached floor praying opened door little shop horror exposed wire single light bulb dangled ceiling fan resembled interrogation device actual fixture code violation infraction took note numerous mention night returned hotel room exhausted walking area search alternate option lodging son line climb bed noticed stained dingylooking bed linen went vehicle brought blanket laid bed slept fully clothed ready depart daybreak unfortunately sleep actually occurred awakened sound loud arguing screaming emanating rundown building door hotel went daybreak husband turned said ready wasted time jumping fleabag bed grabbing belonging racing rickety elevator flew desk bag hand heard clerk inquire coming hollered shoulder come pulled away curb bade goodbye abigail hotel reprobate urinating lamp post outside building,-1
worst vacation returned punta cana disappointment cançé speak spanish staff spoke english waste money vipwhat joke booked tried use free snorkeling trip pas day left booked told day got make arrangement saw people vip beachfront room miniature golf course funnier wish picture importantly food oh god worst food ever prepared bad reading review gross sit day started eat bread stale went people got sick chill sweating profusely didnçé bottled water room bar lobby bar spent half vacation waiting tram bring place place big running wouldnçé till filled sorry offends wish believed reviewer felt way traveled lot worst vacation question askç br,-1
nt waste money unfortunate experience staying hotel day flight delayedour holiday wedding riu bambu excellent comparison barcelo leaguewe arrived barcelo allocated ground floor room block quite walk case porter help reception staff relay message room small dated fine delay shattered patio lock quite obvioulsy forced open previously fixedbeing ground floor great worry husband wedge door chair clothes airerthe morning ventured restaurantafter spoiled bambu hot fresh food immaculately clean restaurant disgusted fly restaurant careful stick porridge roll covered nt sealed fly landing snack bar pool area tooin book fly mean dirty cleanlinessand spending week bambu remember bothered fly wonder food preperation area like problem bad issue hotel queue christmas day spent min queuing plate pasta pasta bar thing dared eat cooked fresh waitedalso queue bar worse guest rude trying push make relaxing atmosphere combined fact husband got bar water sprite coke pouring glass ice got mouthfull pop queue worse fact food filled soon ran time filled people waiting ran annoyance fact staff bambu brilliant checking running lowthe hotel look wonderful distance close crack meant literally pool area lovely looked missing tile dotted pool centre area grout tile holding placein mind small thing like make difference hotel definately lacked finishing touchesalso look wet floor sign ceiling leak think trip room counted come hotel want relax relax dinner fly wanting share food relax night fear room broken relax getting drink queue jumpersan awful hotel idea got star,-1
nt make mistake online reservation price charged hotel charged room reservation king room reserved day advance secured credit card available working drink snack machine room smaller pictured room available check allowed valet park checked self parking available close basically screwed bad experience sure repeat stay sister hotel worse guess bar coke turning people away saying customer documentation online reservation confirmation credit card room stay desirable location stay far away hotel sister hotel possible apple ca nt fall far tree,-1
need vastly improving stayed night october long flight uk expecting far decent particulalrly agent recommended room awful small dirty dingy tired complain think rely plus night really rundown seedy especially floor located feeling floor better quality location great nt stay nt recommend really dreadful believe stayed rotten place,-1
['waste holiday time bali hotel recomended meeting friend once stayed time residence waiting room daily waste time hotel moved or twice stink room rest time hotel breakfast waste time exercise pool bar coffee service hotel advertised run facility round advice stay'],-1
['extremely overpriced after bed breakfast booked room hotel employee lack available hotel room san francisco time huge convention taking place full week hotel intended fullwe called reserve second room reserved prior initial period reservation actually cancelled season hotel hotel try correct reestablish confirmation time book city hotel customer service woman called kiki deplorable odd rude argumentative proper reason behaving manner very strapped time managed second room booked rate rate extremely exaggerated employee told second room tiny barely cockroach sewage from smell room smell come wet sewage leaking floor noise level street bad night employee sleep hotel suite basically bed breakfast from room rate in star establishmentwe book hotel'],-1
stay absolutely nothing make think staying dump lost money stay fleapit room filthy decor unbelievable management insist keeping payment stay endanger health hotel recently refurbished nt room recently redecorated mind refurbished,-1
['smoked miami hotel home base working miami extended period know pretty room nice comfortable kitchen double suite bedroom bath live nicely long timethe trip negative close airport cloud diesel exhaust settle courtyard still day time pool jacuzzi jump choking coughing running indoors figured out pattern happens avoid complaint basically selfserve mean looking staff go way east provide service favor instance partner left credit card desk accidentally called room tell spent day panic searching know inexplicable leave phone messageadditionally people smoke about hotel including nonsmoking room nt speak italian spanish difficulty wrong lot pantomiming extra towel piece soap housekeeping room miami young men desk intent competing listening talking customer nt hospitality service bit harsh best type hotel town'],-1
